rank,char,freq,freq_rank
1349,济,119161,360
1350,洋,43692,803
1351,洲,53429,701
1352,浑,7136,1979
1353,浓,12016,1582
1354,津,17470,1351
1355,恒,9483,1757
1356,恢,17123,1362
1357,恰,18420,1306
1358,恼,10356,1697
1359,恨,18702,1293
1360,举,68924,586
1361,觉,132041,327
1362,宣,47041,770
1363,室,52846,708
1364,宫,32179,982
1365,宪,14251,1481
1366,突,84474,484
1367,穿,45314,785
1368,窃,6174,2084
1369,客,69108,583
1370,冠,10217,1706
1371,语,82805,493
1372,扁,9917,1730
1373,袄,1057,3162
1374,祖,29644,1025
1375,神,184554,227
1376,祝,11144,1646
1377,误,40196,854
1378,诱,10307,1700
1379,说,874977,24
1380,诵,3447,2507
1381,垦,1819,2899
1382,退,51272,723
1383,既,51208,724
1384,屋,39588,863
1385,昼,3036,2589
1386,费,84359,486
1387,陡,4421,2327
1388,眉,14763,1457
1389,孩,76620,533
1390,除,89272,464
1391,险,58047,672
1392,院,126115,338
1393,娃,8662,1825
1394,姥,2249,2772
1395,姨,4928,2256
1396,姻,6998,1995
1397,娇,5772,2132
1398,怒,24374,1143
1399,架,40619,846
1400,贺,10507,1683
1401,盈,6142,2091
1402,勇,21819,1205
1403,怠,1847,2888
1404,柔,12389,1570
1405,垒,4134,2380
1406,绑,4112,2384
1407,绒,2929,2612
1408,结,181674,236
1409,绕,14172,1482
1410,骄,5196,2218
1411,绘,9039,1801
1412,给,217815,180
1413,络,25256,1118
1414,骆,2290,2757
1415,绝,72074,562
1416,绞,2963,2606
1417,统,165820,264
1418,耕,8525,1842
1419,耗,9999,1723
1420,艳,6172,2085
1421,泰,18069,1316
1422,珠,18916,1284
1423,班,38130,884
1424,素,59100,661
1425,蚕,2549,2702
1426,顽,6868,2012
1427,盏,2486,2716
1428,匪,5511,2175
1429,捞,3681,2466
1430,栽,4215,2365
1431,捕,18236,1310
1432,振,24469,1140
1433,载,32456,977
1434,赶,36599,908
1435,起,424933,75
1436,盐,8266,1876
1437,捎,913,3224
1438,捏,3824,2430
1439,埋,11246,1636
1440,捉,8838,1814
1441,捆,3079,2578
1442,捐,5273,2205
1443,损,36444,911
1444,都,439568,68
1445,哲,25353,1117
1446,逝,6182,2083
1447,捡,2653,2673
1448,换,42292,824
1449,挽,5389,2194
1450,热,67051,606
1451,恐,37676,891
1452,壶,3652,2475
1453,挨,6930,2000
1454,耻,5735,2143
1455,耽,3005,2596
1456,恭,9787,1735
1457,莲,8650,1829
1458,莫,34097,955
1459,荷,15249,1425
1460,获,55064,688
1461,晋,11192,1641
1462,恶,44493,792
1463,真,198416,204
1464,框,5853,2119
1465,桂,7877,1919
1466,档,9248,1779
1467,桐,2821,2640
1468,株,3771,2440
1469,桥,18815,1290
1470,桃,8639,1830
1471,格,133986,325
1472,校,63200,633
1473,核,41944,828
1474,样,398149,88
1475,根,120778,352
1476,索,43365,805
1477,哥,43620,804
1478,速,65094,617
1479,逗,3271,2530
1480,栗,3240,2538
1481,配,49900,738
1482,翅,6524,2051
1483,辱,8029,1897
1484,唇,8279,1871
1485,夏,24888,1126
1486,础,30477,1014
1487,破,67268,604
1488,原,207579,193
1489,套,26301,1091
1490,逐,34128,954
1491,烈,43751,802
1492,殊,22407,1190
1493,顾,42735,815
1494,轿,3942,2407
1495,较,82870,491
1496,顿,44425,794
1497,毙,3588,2486
1498,致,78238,524
1499,柴,7276,1969
1500,桌,22336,1192
1501,虑,37208,901
1502,监,41082,838
1503,紧,72300,560
1504,党,103165,411
1505,晒,3124,2568
1506,眠,7195,1974
1507,晓,17316,1355
1508,鸭,5932,2109
1509,晃,9157,1788
1510,晌,2401,2733
1511,晕,5420,2188
1512,蚊,2065,2821
1513,哨,4354,2347
1514,哭,21444,1209
1515,恩,37898,888
1516,唤,8657,1827
1517,啊,48244,753
1518,唉,6269,2072
1519,罢,18492,1303
1520,峰,14424,1470
1521,圆,24267,1145
1522,贼,7045,1989
1523,贿,3346,2516
1524,钱,67304,603
1525,钳,1243,3088
1526,钻,10064,1717
1527,铁,45798,779
1528,铃,7404,1957
1529,铅,3075,2579
1530,缺,38506,875
1531,氧,8401,1854
1532,特,239091,173
1533,牺,8926,1806
1534,造,120496,354
1535,乘,20731,1230
1536,敌,78620,523
1537,秤,765,3272
1538,租,16052,1395
1539,积,50720,728
1540,秧,1003,3185
1541,秩,9713,1742
1542,称,93638,449
1543,秘,37560,896
1544,透,26836,1077
1545,笔,34057,956
1546,笑,122902,346
1547,笋,1079,3149
1548,债,20902,1222
1549,借,32027,984
1550,值,67732,600
1551,倚,3149,2559
1552,倾,19849,1258
1553,倒,66634,608
1554,倘,6072,2098
1555,俱,8024,1899
1556,倡,5622,2159
1557,候,124865,341
1558,俯,5100,2231
1559,倍,16102,1390
1560,倦,4682,2296
1561,健,32399,979
1562,臭,6166,2087
1563,射,53184,703
1564,躬,3037,2588
1565,息,98447,428
1566,徒,27812,1060
1567,徐,18175,1311
1568,舰,40500,851
1569,舱,8575,1838
1570,般,63739,629
1571,航,46789,773
1572,途,26485,1085
1573,拿,61798,645
1574,爹,7016,1992
1575,爱,108167,394
1576,颂,4142,2376
1577,翁,6137,2092
1578,脆,7336,1964
1579,脂,5492,2179
1580,胸,17392,1354
1581,胳,3753,2448
1582,脏,11350,1630
1583,胶,5721,2144
1584,脑,61647,646
1585,狸,2715,2661
1586,狼,10295,1701
1587,逢,5632,2155
1588,留,73287,554
1589,皱,7609,1942
1590,饿,7992,1901
1591,恋,14674,1461
1592,桨,2067,2820
1593,浆,3130,2564
1594,衰,10367,1695
1595,高,293542,134
1596,席,37579,894
1597,准,113877,379
1598,座,42814,812
1599,脊,5316,2199
1600,症,19878,1256
1601,病,98692,427
1602,疾,19402,1271
1603,疼,10279,1703
1604,疲,9364,1771
1605,效,74009,551
1606,离,100744,418
1607,唐,32757,973
1608,资,168890,257
1609,凉,12156,1578
1610,站,75402,544
1611,剖,3767,2442
1612,竞,25897,1100
1613,部,403066,84
1614,旁,32268,981
1615,旅,34384,950
1616,畜,6821,2017
1617,阅,14067,1486
1618,羞,6651,2034
1619,瓶,10361,1696
1620,拳,9290,1776
1621,粉,13874,1496
1622,料,72778,557
1623,益,60896,649
1624,兼,13656,1512
1625,烤,3125,2567
1626,烘,1371,3048
1627,烦,20076,1252
1628,烧,22078,1200
1629,烛,3578,2489
1630,烟,33137,967
1631,递,13012,1535
1632,涛,6611,2040
1633,浙,6045,2099
1634,涝,471,3408
1635,酒,44069,797
1636,涉,20482,1238
1637,消,96263,439
1638,浩,8387,1855
1639,海,209302,189
1640,涂,9949,1728
1641,浴,4911,2258
1642,浮,14717,1459
1643,流,107397,396
1644,润,16922,1367
1645,浪,22639,1185
1646,浸,4529,2319
1647,涨,9089,1795
1648,烫,2149,2790
1649,涌,11228,1638
1650,悟,10876,1661
1651,悄,15141,1432
1652,悔,8485,1845
1653,悦,7094,1983
1654,害,69462,579
1655,宽,23918,1155
1656,家,509790,56
1657,宵,1604,2966
1658,宴,5798,2128
1659,宾,13149,1531
1660,窄,5219,2214
1661,容,95407,442
1662,宰,6390,2063
1663,案,79395,518
1664,请,100226,421
1665,朗,19288,1274
1666,诸,29957,1021
1667,读,48304,752
1668,扇,7125,1981
1669,袜,1790,2905
1670,袖,10564,1679
1671,袍,4710,2291
1672,被,268905,154
1673,祥,10724,1666
1674,课,21705,1207
1675,谁,61528,648
1676,调,106379,400
1677,冤,4243,2360
1678,谅,6024,2100
1679,谈,86089,474
1680,谊,5902,2113
1681,剥,7504,1947
1682,恳,5081,2234
1683,展,156759,275
1684,剧,36585,909
1685,屑,3655,2473
1686,弱,29129,1038
1687,陵,7436,1953
1688,陶,11821,1598
1689,陷,19703,1260
1690,陪,10908,1658
1691,娱,3740,2451
1692,娘,38274,881
1693,通,209046,190
1694,能,665358,35
1695,难,144597,296
1696,预,61534,647
1697,桑,13328,1525
1698,绢,4335,2349
1699,绣,4046,2395
1700,验,76542,534
1701,继,60428,655
1702,球,63913,628
1703,理,398087,89
1704,捧,4533,2318
1705,堵,4960,2253
1706,描,20247,1245
1707,域,40597,847
1708,掩,13680,1510
1709,捷,9225,1781
1710,排,55938,682
1711,掉,40541,849
1712,堆,16920,1368
1713,推,80933,505
1714,掀,3831,2427
1715,授,33017,968
1716,教,208875,191
1717,掏,5416,2191
1718,掠,8343,1859
1719,培,24009,1152
1720,接,175473,247
1721,控,45664,780
1722,探,36230,917
1723,据,137990,313
1724,掘,5436,2185
1725,职,65272,616
1726,基,153462,280
1727,著,46239,777
1728,勒,33228,966
1729,黄,72199,561
1730,萌,2229,2773
1731,萝,2694,2666
1732,菌,9971,1726
1733,菜,19516,1264
1734,萄,5463,2183
1735,菊,3676,2467
1736,萍,5646,2154
1737,菠,310,3458
1738,营,76372,536
1739,械,11060,1651
1740,梦,39486,865
1741,梢,2555,2700
1742,梅,23824,1159
1743,检,50413,731
1744,梳,2806,2645
1745,梯,10738,1665
1746,桶,4167,2374
1747,救,38824,872
1748,副,47520,764
1749,票,36459,910
1750,戚,4756,2283
1751,爽,4368,2343
1752,聋,2250,2770
1753,袭,21098,1213
1754,盛,24387,1142
1755,雪,30997,1003
1756,辅,6782,2020
1757,辆,16767,1373
1758,虚,27076,1071
1759,雀,4675,2298
1760,堂,32367,980
1761,常,212309,187
1762,匙,3809,2434
1763,晨,16235,1386
1764,睁,7454,1951
1765,眯,2013,2831
1766,眼,152079,281
1767,悬,8282,1870
1768,野,40681,845
1769,啦,22263,1193
1770,晚,62142,641
1771,啄,1084,3145
1772,距,21970,1201
1773,跃,13645,1513
1774,略,53068,704
1775,蛇,10538,1682
1776,累,18017,1321
1777,唱,20085,1251
1778,患,20203,1248
1779,唯,26041,1094
1780,崖,5199,2217
1781,崭,1827,2897
1782,崇,14262,1479
1783,圈,17115,1364
1784,铜,9416,1765
1785,铲,1756,2912
1786,银,47955,757
1787,甜,6894,2008
1788,梨,1884,2869
1789,犁,1530,2993
1790,移,38349,880
1791,笨,4712,2290
1792,笼,7888,1917
1793,笛,3409,2510
1794,符,21862,1204
1795,第,325780,114
1796,敏,15135,1434
1797,做,175580,246
1798,袋,18381,1308
1799,悠,6604,2041
1800,偿,17919,1327
1801,偶,17246,1359
1802,偷,19006,1282
1803,您,51094,726
1804,售,25405,1114
1805,停,54453,693
1806,偏,21877,1203
1807,假,62691,636
1808,得,630688,39
1809,衔,4684,2295
1810,盘,28582,1049
1811,船,65883,614
1812,斜,9264,1778
1813,盒,6506,2052
1814,鸽,2886,2624
1815,悉,15234,1426
1816,欲,28856,1045
1817,彩,22982,1176
1818,领,130993,329
1819,脚,44529,790
1820,脖,5682,2149
1821,脸,65727,615
1822,脱,34548,943
1823,象,143453,300
1824,够,76181,538
1825,猜,11875,1595
1826,猪,9535,1755
1827,猎,10561,1680
1828,猫,10724,1667
1829,猛,23862,1157
1830,馅,742,3286
1831,馆,30564,1011
1832,凑,5544,2167
1833,减,40011,857
1834,毫,38374,879
1835,麻,25584,1108
1836,痒,3055,2584
1837,痕,7805,1926
1838,廊,6413,2058
1839,康,37302,900
1840,庸,5835,2122
1841,鹿,6599,2042
1842,盗,11595,1616
1843,章,76098,539
1844,竟,53033,706
1845,商,105406,402
1846,族,74174,549
1847,旋,16441,1381
1848,望,133145,326
1849,率,64453,625
1850,着,626326,41
1851,盖,28310,1052
1852,粘,5231,2210
1853,粗,15557,1412
1854,粒,10200,1707
1855,断,97235,434
1856,剪,5324,2198
1857,兽,11820,1599
1858,清,127716,335
1859,添,8460,1850
1860,淋,5737,2142
1861,淹,3315,2524
1862,渠,4769,2282
1863,渐,39010,870
1864,混,24605,1137
1865,渔,9441,1763
1866,淘,3718,2456
1867,液,14940,1448
1868,淡,18779,1291
1869,深,105924,401
1870,婆,17603,1345
1871,梁,15387,1414
1872,渗,3647,2476
1873,情,312900,120
1874,惜,13687,1509
1875,惭,2062,2824
1876,悼,1997,2838
1877,惧,11644,1613
1878,惕,2698,2664
1879,惊,59724,659
1880,惨,13314,1527
1881,惯,20880,1225
1882,寇,3354,2515
1883,寄,11729,1608
1884,宿,9693,1745
1885,窑,4611,2309
1886,密,68475,591
1887,谋,31910,989
1888,谎,5481,2180
1889,祸,8336,1861
1890,谜,3828,2429
1891,逮,5418,2190
1892,敢,44338,795
1893,屠,5718,2145
1894,弹,63417,632
1895,随,82599,498
1896,蛋,16305,1385
1897,隆,15979,1398
1898,隐,29294,1034
1899,婚,34610,942
1900,婶,1965,2845
1901,颈,6104,2097
1902,绩,12789,1544
1903,绪,15571,1411
1904,续,73927,552
1905,骑,16037,1396
1906,绳,7256,1971
1907,维,78877,520
1908,绵,5622,2160
1909,绸,3098,2574
1910,绿,26414,1088
1911,琴,10383,1694
1912,斑,6622,2039
1913,替,26687,1079
1914,款,43087,807
1915,堪,9026,1803
1916,搭,8626,1834
1917,塔,29454,1030
1918,越,95657,440
1919,趁,6154,2089
1920,趋,14160,1483
1921,超,48218,754
1922,提,205159,196
1923,堤,3840,2423
1924,博,33366,965
1925,揭,10892,1660
1926,喜,58449,668
1927,插,13938,1492
1928,揪,1735,2918
1929,搜,12537,1561
1930,煮,3313,2527
1931,援,22180,1196
1932,裁,21918,1202
1933,搁,4359,2345
1934,搂,2512,2709
1935,搅,2922,2613
1936,握,29418,1032
1937,揉,2427,2729
1938,斯,240900,168
1939,期,169806,253
1940,欺,10418,1692
1941,联,120301,356
1942,散,39336,866
1943,惹,5018,2241
1944,葬,6558,2046
1945,葛,7952,1908
1946,董,11450,1625
1947,葡,5943,2108
1948,敬,21646,1208
1949,葱,2147,2794
1950,落,82641,496
1951,朝,68380,593
1952,辜,3235,2539
1953,葵,941,3214
1954,棒,4917,2257
1955,棋,6294,2070
1956,植,24999,1124
1957,森,29533,1029
1958,椅,10917,1657
1959,椒,1518,2999
1960,棵,6159,2088
1961,棍,5140,2225
1962,棉,7416,1955
1963,棚,3929,2408
1964,棕,2590,2690
1965,惠,13492,1521
1966,惑,11829,1597
1967,逼,12623,1556
1968,厨,5932,2110
1969,厦,5083,2233
1970,硬,23364,1170
1971,确,128417,331
1972,雁,3474,2503
1973,殖,15118,1436
1974,裂,18093,1315
1975,雄,28184,1054
1976,暂,17968,1323
1977,雅,24527,1139
1978,辈,14384,1474
1979,悲,23500,1166
1980,紫,11172,1642
1981,辉,11518,1620
1982,敞,3248,2535
1983,赏,14946,1447
1984,掌,37729,890
1985,晴,7405,1956
1986,暑,2697,2665
1987,最,283689,139
1988,量,180008,241
1989,喷,10027,1722
1990,晶,10038,1718
1991,喇,2939,2611
1992,遇,37343,899
1993,喊,22779,1182
1994,景,42738,814
1995,践,12242,1575
1996,跌,11967,1587
1997,跑,39497,864
1998,遗,37619,892
1999,蛙,2149,2791
2000,蛛,3033,2591
2001,蜓,533,3385
2002,喝,32112,983
2003,喂,7184,1976
2004,喘,7320,1965
2005,喉,6233,2077
2006,幅,15021,1441
2007,帽,9697,1743
2008,赌,6759,2024
2009,赔,9960,1727
2010,黑,78896,519
2011,铸,3604,2484
2012,铺,11654,1610
2013,链,6223,2080
2014,销,36821,904
2015,锁,12638,1555
2016,锄,981,3198
2017,锅,6416,2057
2018,锈,1198,3103
2019,锋,10783,1664
2020,锐,8522,1843
2021,短,37834,889
2022,智,38064,885
2023,毯,2827,2639
2024,鹅,5703,2146
2025,剩,14996,1443
2026,稍,16855,1371
2027,程,136962,314
2028,稀,9234,1780
2029,税,45615,781
2030,筐,1119,3132
2031,等,266296,158
2032,筑,24780,1130
2033,策,52394,714
2034,筛,1166,3115
2035,筒,6296,2069
2036,答,72421,559
2037,筋,5170,2222
2038,筝,1100,3138
2039,傲,7503,1948
2040,傅,8256,1878
2041,牌,19752,1259
2042,堡,13533,1518
2043,集,104019,406
2044,焦,12684,1551
2045,傍,3444,2508
2046,储,13408,1523
2047,奥,32761,972
2048,街,25866,1101
2049,惩,8839,1813
2050,御,16586,1379
2051,循,9768,1737
2052,艇,16868,1370
2053,舒,14833,1456
2054,番,14927,1449
2055,释,42749,813
2056,禽,3408,2511
2057,腊,13892,1494
2058,脾,5386,2195
2059,腔,7975,1903
2060,鲁,37474,898
2061,猾,1697,2931
2062,猴,5582,2162
2063,然,511026,55
2064,馋,669,3315
2065,装,88143,467
2066,蛮,6503,2053
2067,就,771108,27
2068,痛,50459,730
2069,童,20813,1228
2070,阔,10722,1668
2071,善,48739,749
2072,羡,2739,2654
2073,普,63570,630
2074,粪,2217,2778
2075,尊,24662,1134
2076,道,534695,52
2077,曾,89328,463
2078,焰,5116,2229
2079,港,35577,927
2080,湖,36112,918
2081,渣,1495,3006
2082,湿,9783,1736
2083,温,39312,867
2084,渴,7395,1960
2085,滑,14303,1477
2086,湾,40101,855
2087,渡,15692,1404
2088,游,54262,695
2089,滋,7874,1920
2090,溉,1000,3186
2091,愤,13749,1505
2092,慌,11149,1645
2093,惰,1302,3070
2094,愧,5008,2244
2095,愉,7259,1970
2096,慨,5479,2181
2097,割,10894,1659
2098,寒,18684,1295
2099,富,50273,733
2100,窜,3865,2420
2101,窝,7456,1950
2102,窗,26978,1074
2103,遍,30545,1012
2104,裕,6871,2011
2105,裤,6282,2071
2106,裙,4062,2394
2107,谢,37550,897
2108,谣,3219,2543
2109,谦,4588,2311
2110,属,66374,610
2111,屡,3925,2410
2112,强,146665,292
2113,粥,1854,2885
2114,疏,8101,1888
2115,隔,18056,1317
2116,隙,4130,2382
2117,絮,1617,2961
2118,嫂,5863,2118
2119,登,42687,817
2120,缎,1658,2950
2121,缓,25455,1111
2122,编,39879,858
2123,骗,13854,1500
2124,缘,19330,1272
2125,瑞,17869,1330
2126,魂,17535,1346
2127,肆,3956,2405
2128,摄,15801,1401
2129,摸,17067,1365
2130,填,7401,1958
2131,搏,4392,2337
2132,塌,3839,2424
2133,鼓,25016,1123
2134,摆,23853,1158
2135,携,7449,1952
2136,搬,9478,1759
2137,摇,34635,940
2138,搞,24265,1146
2139,塘,4033,2397
2140,摊,5798,2129
2141,蒜,1091,3142
2142,勤,12536,1562
2143,鹊,999,3187
2144,蓝,22437,1189
2145,墓,8890,1808
2146,幕,18138,1313
2147,蓬,4225,2362
2148,蓄,7213,1973
2149,蒙,29019,1039
2150,蒸,4443,2323
2151,献,22396,1191
2152,禁,31951,986
2153,楚,39846,859
2154,想,368819,99
2155,槐,1627,2959
2156,榆,1360,3051
2157,楼,38463,876
2158,概,44501,791
2159,赖,17123,1363
2160,酬,7011,1993
2161,感,178383,243
2162,碍,15121,1435
2163,碑,5509,2176
2164,碎,15334,1418
2165,碰,16919,1369
2166,碗,7773,1927
2167,碌,3497,2498
2168,雷,55226,686
2169,零,17675,1340
2170,雾,10856,1663
2171,雹,558,3367
2172,输,34688,939
2173,督,34523,946
2174,龄,13733,1507
2175,鉴,11090,1650
2176,睛,35082,934
2177,睡,33420,964
2178,睬,1392,3039
2179,鄙,3670,2468
2180,愚,8144,1886
2181,暖,9762,1738
2182,盟,23581,1163
2183,歇,8733,1820
2184,暗,41881,829
2185,照,95020,443
2186,跨,9404,1767
2187,跳,31324,999
2188,跪,5955,2106
2189,路,141812,305
2190,跟,75958,541
2191,遣,9335,1773
2192,蛾,1145,3120
2193,蜂,7989,1902
2194,嗓,3724,2454
2195,置,57255,677
2196,罪,52068,718
2197,罩,7309,1966
2198,错,62401,638
2199,锡,6586,2044
2200,锣,1552,2985
2201,锤,2071,2818
2202,锦,7682,1936
2203,键,14434,1468
2204,锯,1709,2927
2205,矮,6834,2014
2206,辞,14439,1466
2207,稠,1194,3104
2208,愁,6135,2093
2209,筹,10671,1670
2210,签,20057,1253
2211,简,52280,716
2212,毁,23773,1160
2213,舅,4385,2340
2214,鼠,10476,1686
2215,催,6538,2050
2216,傻,7167,1977
2217,像,145291,294
2218,躲,11201,1640
2219,微,60484,653
2220,愈,18540,1299
2221,遥,10179,1708
2222,腰,14841,1455
2223,腥,2677,2668
2224,腹,11974,1586
2225,腾,11343,1631
2226,腿,17509,1349
2227,触,21719,1206
2228,解,200090,201
2229,酱,1668,2944
2230,痰,1791,2904
2231,廉,8854,1810
2232,新,253921,161
2233,韵,3705,2459
2234,意,360232,104
2235,粮,18528,1301
2236,数,183312,231
2237,煎,2183,2783
2238,塑,6744,2025
2239,慈,14141,1484
2240,煤,9832,1733
2241,煌,5002,2245
2242,满,96954,436
2243,漠,9366,1770
2244,源,58145,670
2245,滤,1394,3038
2246,滥,4964,2251
2247,滔,2642,2678
2248,溪,5543,2168
2249,溜,7935,1912
2250,滚,12863,1539
2251,滨,3811,2433
2252,粱,918,3222
2253,滩,6550,2048
2254,慎,9479,1758
2255,誉,10683,1669
2256,塞,26590,1080
2257,谨,7960,1906
2258,福,55871,683
2259,群,70459,570
2260,殿,12667,1552
2261,辟,5876,2116
2262,障,20503,1236
2263,嫌,8748,1818
2264,嫁,6539,2049
2265,叠,5027,2240
2266,缝,8512,1844
2267,缠,6675,2032
2268,静,51401,722
2269,碧,5751,2139
2270,璃,8176,1885
2271,墙,21101,1211
2272,撇,2219,2776
2273,嘉,8576,1837
2274,摧,5743,2140
2275,截,12718,1549
2276,誓,6249,2076
2277,境,69360,582
2278,摘,6845,2013
2279,摔,5035,2239
2280,聚,18458,1304
2281,蔽,6016,2101
2282,慕,7165,1978
2283,暮,2626,2685
2284,蔑,3330,2521
2285,模,54891,689
2286,榴,3068,2582
2287,榜,3458,2506
2288,榨,849,3247
2289,歌,28957,1040
2290,遭,28642,1048
2291,酷,8345,1858
2292,酿,2633,2682
2293,酸,14855,1453
2294,磁,9433,1764
2295,愿,67915,598
2296,需,103832,408
2297,弊,4579,2313
2298,裳,2274,2760
2299,颗,14987,1445
2300,嗽,2438,2726
2301,蜻,555,3370
2302,蜡,3246,2536
2303,蝇,2761,2650
2304,蜘,1804,2903
2305,赚,5630,2156
2306,锹,499,3402
2307,锻,3596,2485
2308,舞,24360,1144
2309,稳,28031,1055
2310,算,105293,403
2311,箩,348,3448
2312,管,170746,252
2313,僚,5278,2204
2314,鼻,17773,1333
2315,魄,3664,2469
2316,貌,11921,1592
2317,膜,7694,1933
2318,膊,3989,2401
2319,膀,7731,1929
2320,鲜,33720,958
2321,疑,53982,698
2322,馒,881,3236
2323,裹,4322,2351
2324,敲,9978,1725
2325,豪,13680,1511
2326,膏,2958,2608
2327,遮,5914,2112
2328,腐,12264,1573
2329,瘦,8632,1833
2330,辣,4124,2383
2331,竭,7194,1975
2332,端,36233,916
2333,旗,15665,1405
2334,精,97135,435
2335,歉,5833,2123
2336,熄,2284,2759
2337,熔,1873,2876
2338,漆,4884,2262
2339,漂,12488,1565
2340,漫,14869,1452
2341,滴,8104,1887
2342,演,52394,715
2343,漏,6627,2037
2344,慢,42506,822
2345,寨,4783,2280
2346,赛,27472,1064
2347,察,71894,564
2348,蜜,6919,2002
2349,谱,5009,2243
2350,嫩,3707,2458
2351,翠,5661,2151
2352,熊,9788,1734
2353,凳,2921,2614
2354,骡,1178,3109
2355,缩,18495,1302
2356,慧,13810,1502
2357,撕,4668,2300
2358,撒,15003,1442
2359,趣,27434,1065
2360,趟,3879,2416
2361,撑,5628,2157
2362,播,19327,1273
2363,撞,12894,1537
2364,撤,19485,1268
2365,增,93869,446
2366,聪,10863,1662
2367,鞋,11288,1634
2368,蕉,1663,2947
2369,蔬,2799,2649
2370,横,17912,1328
2371,槽,1908,2861
2372,樱,2572,2697
2373,橡,2251,2769
2374,飘,13357,1524
2375,醋,1712,2926
2376,醉,9292,1775
2377,震,25746,1104
2378,霉,4098,2388
2379,瞒,4191,2369
2380,题,189921,218
2381,暴,29566,1028
2382,瞎,4260,2359
2383,影,108862,390
2384,踢,3959,2404
2385,踏,9656,1746
2386,踩,3343,2518
2387,踪,13193,1529
2388,蝶,4811,2273
2389,蝴,1991,2839
2390,嘱,5788,2130
2391,墨,13959,1490
2392,镇,31170,1002
2393,靠,42988,808
2394,稻,3607,2483
2395,黎,14389,1473
2396,稿,12012,1584
2397,稼,2500,2713
2398,箱,14913,1450
2399,箭,13922,1493
2400,篇,30894,1008
2401,僵,4668,2301
2402,躺,11745,1605
2403,僻,2391,2738
2404,德,168917,256
2405,艘,14438,1467
2406,膝,4809,2274
2407,膛,2266,2764
2408,熟,29271,1035
2409,摩,23645,1162
2410,颜,12837,1542
2411,毅,7686,1934
2412,糊,16098,1391
2413,遵,11935,1590
2414,潜,25452,1112
2415,潮,18532,1300
2416,懂,21117,1210
2417,额,34823,936
2418,慰,11379,1628
2419,劈,3759,2445
2420,操,23193,1173
2421,燕,10325,1698
2422,薯,1204,3101
2423,薪,5741,2141
2424,薄,15150,1431
2425,颠,5921,2111
2426,橘,900,3229
2427,整,100910,416
2428,融,20883,1224
2429,醒,26899,1075
2430,餐,14641,1462
2431,嘴,30765,1010
2432,蹄,3045,2586
2433,器,95444,441
2434,赠,6004,2103
2435,默,29432,1031
2436,镜,20100,1250
2437,赞,22909,1178
2438,篮,4490,2322
2439,邀,8484,1846
2440,衡,17719,1338
2441,膨,4141,2378
2442,雕,8713,1821
2443,磨,13082,1534
2444,凝,11409,1627
2445,辨,8023,1900
2446,辩,17459,1353
2447,糖,9757,1739
2448,糕,4142,2377
2449,燃,12708,1550
2450,澡,2882,2625
2451,激,52723,710
2452,懒,5307,2201
2453,壁,16588,1378
2454,避,31731,991
2455,缴,8659,1826
2456,戴,20826,1227
2457,擦,9542,1754
2458,鞠,1821,2898
2459,藏,36704,907
2460,霜,3119,2569
2461,霞,6885,2009
2462,瞧,12745,1548
2463,蹈,3004,2597
2464,螺,4327,2350
2465,穗,1178,3110
2466,繁,18699,1294
2467,辫,1408,3033
2468,赢,8657,1828
2469,糟,7960,1907
2470,糠,475,3406
2471,燥,3171,2554
2472,臂,10542,1681
2473,翼,18710,1292
2474,骤,6688,2031
2475,鞭,5176,2220
2476,覆,8795,1815
2477,蹦,2358,2746
2478,镰,684,3307
2479,翻,29568,1027
2480,鹰,7890,1916
2481,警,55189,687
2482,攀,3998,2400
2483,蹲,3720,2455
2484,颤,8080,1891
2485,瓣,2127,2801
2486,爆,20340,1242
2487,疆,6779,2023
2488,壤,4165,2375
2489,耀,9060,1796
2490,躁,3917,2411
2491,嚼,2739,2655
2492,嚷,5138,2226
2493,籍,12205,1576
2494,魔,22835,1179
2495,灌,6403,2060
2496,蠢,5542,2169
2497,霸,8639,1831
2498,露,40954,841
2499,囊,6709,2028
2500,罐,4169,2373
2501,匕,1388,3040
2502,刁,871,3240
2503,丐,3201,2549
2504,歹,2148,2793
2505,戈,10456,1688
2506,夭,1709,2928
2507,仑,5882,2115
2508,讥,2114,2808
2509,冗,863,3242
2510,邓,11651,1611
2511,艾,18825,1289
2512,夯,296,3461
2513,凸,2287,2758
2514,卢,10266,1704
2515,叭,2842,2634
2516,叽,1492,3008
2517,皿,745,3283
2518,凹,2273,2761
2519,囚,3242,2537
2520,矢,2466,2723
2521,乍,2131,2800
2522,尔,189785,220
2523,冯,10128,1712
2524,玄,10151,1710
2525,邦,17153,1361
2526,迂,2007,2834
2527,邢,1176,3111
2528,芋,440,3425
2529,芍,385,3441
2530,吏,4795,2278
2531,夷,4638,2304
2532,吁,5891,2114
2533,吕,10156,1709
2534,吆,973,3202
2535,屹,663,3320
2536,廷,11499,1623
2537,迄,3496,2499
2538,臼,543,3380
2539,仲,10316,1699
2540,伦,32822,970
2541,伊,47619,761
2542,肋,1282,3077
2543,旭,2341,2749
2544,匈,3700,2461
2545,凫,147,3486
2546,妆,3083,2577
2547,亥,1528,2996
2548,汛,748,3281
2549,讳,2139,2798
2550,讶,5760,2136
2551,讹,729,3291
2552,讼,8410,1853
2553,诀,2341,2750
2554,弛,1215,3097
2555,阱,1433,3022
2556,驮,1111,3135
2557,驯,2423,2731
2558,纫,473,3407
2559,玖,171,3483
