rank,char,freq,freq_rank
2560,玛,20207,1247
2561,韧,1593,2971
2562,抠,520,3390
2563,扼,2087,2815
2564,汞,738,3287
2565,扳,1540,2989
2566,抡,652,3325
2567,坎,3948,2406
2568,坞,1559,2980
2569,抑,9719,1741
2570,拟,12885,1538
2571,抒,1724,2922
2572,芙,3130,2565
2573,芜,1409,3032
2574,苇,1416,3027
2575,芥,575,3357
2576,芯,3568,2491
2577,芭,1615,2962
2578,杖,4037,2396
2579,杉,2805,2646
2580,巫,5576,2163
2581,杈,313,3455
2582,甫,5805,2126
2583,匣,1747,2914
2584,轩,4304,2353
2585,卤,758,3275
2586,肖,6899,2007
2587,吱,2478,2718
2588,吠,1113,3134
2589,呕,2292,2756
2590,呐,2163,2787
2591,吟,6916,2003
2592,呛,1120,3131
2593,吻,7395,1961
2594,吭,1731,2920
2595,邑,1604,2967
2596,囤,308,3459
2597,吮,800,3258
2598,岖,544,3379
2599,牡,1889,2866
2600,佑,2589,2691
2601,佃,1401,3036
2602,伺,2570,2698
2603,囱,968,3204
2604,肛,1147,3119
2605,肘,1877,2875
2606,甸,3270,2532
2607,狈,1688,2937
2608,鸠,1092,3141
2609,彤,536,3384
2610,灸,566,3363
2611,刨,888,3233
2612,庇,2523,2708
2613,吝,1030,3177
2614,庐,2097,2811
2615,闰,470,3409
2616,兑,4101,2387
2617,灼,2262,2766
2618,沐,1072,3155
2619,沛,1834,2895
2620,汰,1968,2844
2621,沥,918,3223
2622,沦,2738,2656
2623,汹,2684,2667
2624,沧,1848,2887
2625,沪,2737,2657
2626,忱,1268,3078
2627,诅,1535,2991
2628,诈,4200,2367
2629,罕,5409,2193
2630,屁,4884,2263
2631,坠,4980,2248
2632,妓,2582,2693
2633,姊,5272,2206
2634,妒,3228,2541
2635,纬,2874,2627
2636,玫,4839,2270
2637,卦,1628,2958
2638,坷,649,3326
2639,坯,720,3293
2640,拓,5256,2208
2641,坪,2815,2644
2642,坤,2141,2796
2643,拄,444,3423
2644,拧,1529,2995
2645,拂,3135,2561
2646,拙,2833,2637
2647,拇,1839,2894
2648,拗,881,3237
2649,茉,545,3376
2650,昔,4320,2352
2651,苛,1679,2941
2652,苫,277,3465
2653,苟,2213,2779
2654,苞,712,3299
2655,茁,337,3450
2656,苔,1660,2948
2657,枉,2124,2803
2658,枢,3169,2556
2659,枚,8270,1875
2660,枫,1418,3024
2661,杭,4583,2312
2662,郁,7968,1904
2663,矾,287,3463
2664,奈,11509,1621
2665,奄,1073,3154
2666,殴,1221,3095
2667,歧,6451,2055
2668,卓,7714,1930
2669,昙,426,3430
2670,哎,4887,2261
2671,咕,4132,2381
2672,呵,8433,1852
2673,咙,1845,2890
2674,呻,2092,2813
2675,咒,4931,2255
2676,咆,1191,3105
2677,咖,4366,2344
2678,帕,13566,1516
2679,账,5652,2153
2680,贬,3580,2488
2681,贮,2398,2735
2682,氛,6968,1997
2683,秉,2472,2722
2684,岳,8577,1836
2685,侠,20999,1215
2686,侥,1215,3098
2687,侣,2994,2599
2688,侈,1703,2930
2689,卑,6572,2045
2690,刽,599,3349
2691,刹,5185,2219
2692,肴,1026,3182
2693,觅,2396,2736
2694,忿,1578,2973
2695,瓮,648,3327
2696,肮,1499,3004
2697,肪,1882,2870
2698,狞,1078,3150
2699,庞,8531,1841
2700,疟,485,3404
2701,疙,998,3188
2702,疚,1480,3011
2703,卒,3306,2528
2704,氓,1747,2915
2705,炬,1107,3136
2706,沽,1043,3170
2707,沮,2229,2774
2708,泣,3929,2409
2709,泞,614,3340
2710,泌,3192,2551
2711,沼,3791,2438
2712,怔,5561,2165
2713,怯,3759,2446
2714,宠,4108,2385
2715,宛,3619,2481
2716,衩,258,3470
2717,祈,3965,2403
2718,诡,3323,2523
2719,帚,878,3238
2720,屉,1612,2963
2721,弧,1742,2916
2722,弥,9276,1777
2723,陋,2995,2598
2724,陌,5220,2213
2725,函,7672,1938
2726,姆,27808,1061
2727,虱,572,3360
2728,叁,367,3443
2729,绅,3472,2504
2730,驹,810,3256
2731,绊,1525,2997
2732,绎,1870,2879
2733,契,8845,1811
2734,贰,634,3331
2735,玷,541,3382
2736,玲,8475,1847
2737,珊,3465,2505
2738,拭,1257,3083
2739,拷,1418,3025
2740,拱,3339,2520
2741,挟,2438,2727
2742,垢,1341,3057
2743,垛,573,3359
2744,拯,2650,2674
2745,荆,3479,2501
2746,茸,1247,3087
2747,茬,717,3295
2748,荚,511,3396
2749,茵,2631,2683
2750,茴,126,3488
2751,荞,177,3481
2752,荠,94,3493
2753,荤,419,3432
2754,荧,1142,3122
2755,荔,665,3318
2756,栈,1507,3002
2757,柑,425,3431
2758,栅,1906,2862
2759,柠,434,3428
2760,枷,845,3249
2761,勃,13183,1530
2762,柬,1772,2906
2763,砂,2820,2641
2764,泵,709,3300
2765,砚,509,3397
2766,鸥,1189,3106
2767,轴,4011,2399
2768,韭,449,3421
2769,虐,2979,2601
2770,昧,4375,2341
2771,盹,452,3417
2772,咧,2707,2663
2773,昵,530,3386
2774,昭,5569,2164
2775,盅,578,3356
2776,勋,4568,2314
2777,哆,1417,3026
2778,咪,1298,3073
2779,哟,3635,2479
2780,幽,11319,1632
2781,钙,2017,2828
2782,钝,1752,2913
2783,钠,1061,3160
2784,钦,5840,2121
2785,钧,3698,2463
2786,钮,2906,2616
2787,毡,1082,3146
2788,氢,3092,2575
2789,秕,39,3498
2790,俏,2229,2775
2791,俄,32638,975
2792,俐,960,3207
2793,侯,9585,1749
2794,徊,1885,2868
2795,衍,4031,2398
2796,胚,2093,2812
2797,胧,2365,2745
2798,胎,7256,1972
2799,狰,553,3371
2800,饵,1596,2970
2801,峦,718,3294
2802,奕,1847,2889
2803,咨,4180,2371
2804,飒,417,3433
2805,闺,1236,3090
2806,闽,1307,3068
2807,籽,957,3208
2808,娄,551,3373
2809,烁,2847,2632
2810,炫,1329,3061
2811,洼,1430,3023
2812,柒,17,3499
2813,涎,738,3288
2814,洛,32431,978
2815,恃,1445,3019
2816,恍,3584,2487
2817,恬,786,3264
2818,恤,1459,3015
2819,宦,1948,2848
2820,诫,2614,2687
2821,诬,1725,2921
2822,祠,1291,3076
2823,诲,1028,3179
2824,屏,8208,1882
2825,屎,1257,3084
2826,逊,10444,1690
2827,陨,1324,3063
2828,姚,4806,2275
2829,娜,12060,1581
2830,蚤,548,3374
2831,骇,3577,2490
2832,耘,560,3366
2833,耙,506,3398
2834,秦,16088,1392
2835,匿,2479,2717
2836,埂,444,3424
2837,捂,1687,2939
2838,捍,1385,3043
2839,袁,9609,1748
2840,捌,104,3491
2841,挫,4089,2389
2842,挚,1873,2877
2843,捣,2753,2652
2844,捅,1211,3099
2845,埃,25101,1121
2846,耿,2899,2618
2847,聂,2503,2710
2848,荸,55,3497
2849,莽,2816,2643
2850,莱,22187,1195
2851,莉,8289,1869
2852,莹,2973,2603
2853,莺,2152,2788
2854,梆,545,3377
2855,栖,3867,2419
2856,桦,660,3322
2857,栓,2068,2819
2858,桅,966,3205
2859,桩,3746,2449
2860,贾,6627,2038
2861,酌,1928,2853
2862,砸,3881,2415
2863,砰,2261,2767
2864,砾,1028,3180
2865,殉,1310,3067
2866,逞,1530,2994
2867,哮,2146,2795
2868,唠,1143,3121
2869,哺,2466,2724
2870,剔,1559,2981
2871,蚌,605,3347
2872,蚜,360,3446
2873,畔,2378,2741
2874,蚣,519,3391
2875,蚪,556,3368
2876,蚓,521,3389
2877,哩,7677,1937
2878,圃,1066,3157
2879,鸯,591,3352
2880,唁,212,3475
2881,哼,7419,1954
2882,唆,852,3244
2883,峭,1918,2858
2884,唧,749,3280
2885,峻,3688,2464
2886,赂,1362,3050
2887,赃,1321,3064
2888,钾,709,3301
2889,铆,129,3487
2890,氨,1843,2891
2891,秫,72,3495
2892,笆,896,3231
2893,俺,2671,2670
2894,赁,1668,2945
2895,倔,985,3196
2896,殷,4417,2330
2897,耸,5758,2137
2898,舀,415,3434
2899,豺,438,3426
2900,豹,3683,2465
2901,颁,4742,2286
2902,胯,313,3456
2903,胰,1411,3030
2904,脐,677,3310
2905,脓,1180,3108
2906,逛,3074,2580
2907,卿,6825,2016
2908,鸵,405,3436
2909,鸳,654,3324
2910,馁,479,3405
2911,凌,9999,1724
2912,凄,4552,2317
2913,衷,5781,2131
2914,郭,8931,1805
2915,斋,4194,2368
2916,疹,1458,3016
2917,紊,1639,2953
2918,瓷,4955,2254
2919,羔,911,3225
2920,烙,1093,3140
2921,浦,5766,2135
2922,涡,2644,2677
2923,涣,674,3312
2924,涤,1452,3018
2925,涧,681,3308
2926,涕,1880,2871
2927,涩,2373,2744
2928,悍,1715,2923
2929,悯,1970,2843
2930,窍,1856,2884
2931,诺,32991,969
2932,诽,985,3197
2933,袒,957,3209
2934,谆,565,3364
2935,祟,1127,3128
2936,恕,4779,2281
2937,娩,491,3403
2938,骏,1358,3053
2939,琐,2377,2742
2940,麸,83,3494
2941,琉,2000,2837
2942,琅,938,3216
2943,措,24172,1148
2944,捺,670,3313
2945,捶,1061,3161
2946,赦,1659,2949
2947,埠,1091,3143
2948,捻,1066,3158
2949,掐,1042,3172
2950,掂,567,3362
2951,掖,656,3323
2952,掷,3170,2555
2953,掸,363,3444
2954,掺,1303,3069
2955,勘,3303,2529
2956,聊,7865,1921
2957,娶,3733,2452
2958,菱,2489,2715
2959,菲,15365,1416
2960,萎,2647,2676
2961,菩,5477,2182
2962,萤,1103,3137
2963,乾,7057,1987
2964,萧,8097,1889
2965,萨,28804,1046
2966,菇,1339,3059
2967,彬,2724,2659
2968,梗,2121,2805
2969,梧,1218,3096
2970,梭,2913,2615
2971,曹,12443,1567
2972,酝,1206,3100
2973,酗,467,3410
2974,厢,3837,2426
2975,硅,1264,3080
2976,硕,4819,2271
2977,奢,2835,2636
2978,盔,1842,2893
2979,匾,1033,3173
2980,颅,2004,2836
2981,彪,4186,2370
2982,眶,1511,3001
2983,晤,2805,2647
2984,曼,20897,1223
2985,晦,1714,2925
2986,冕,1078,3151
2987,啡,4688,2294
2988,畦,224,3474
2989,趾,1552,2986
2990,啃,1242,3089
2991,蛆,435,3427
2992,蚯,513,3395
2993,蛉,301,3460
2994,蛀,588,3353
2995,唬,1554,2984
2997,唾,1809,2901
2998,啤,2332,2753
2999,啥,6331,2064
3000,啸,4850,2268
3001,崎,2662,2672
3002,逻,11959,1588
3003,崔,3476,2502
3004,崩,5658,2152
3005,婴,6114,2095
3006,赊,323,3452
3007,铐,748,3282
3008,铛,352,3447
3009,铝,1453,3017
3010,铡,327,3451
3011,铣,226,3473
3012,铭,6555,2047
3013,矫,2126,2802
3014,秸,670,3314
3015,秽,1676,2942
3016,笙,636,3330
3017,笤,190,3478
3018,偎,850,3246
3019,傀,606,3346
3020,躯,4797,2277
3021,兜,3663,2470
3022,衅,1578,2974
3023,徘,1695,2932
3024,徙,1131,3127
3025,舶,4743,2285
3026,舷,1654,2951
3027,舵,1689,2935
3028,敛,2107,2810
3029,翎,1125,3130
3030,脯,1860,2882
3031,逸,4638,2305
3032,凰,3911,2412
3033,猖,1157,3118
3034,祭,9316,1774
3035,烹,1074,3153
3036,庶,1863,2881
3037,庵,1851,2886
3038,痊,893,3232
3039,阎,3823,2431
3040,阐,5532,2170
3041,眷,1973,2842
3042,焊,530,3387
3043,焕,2595,2689
3044,鸿,7931,1913
3045,涯,3206,2548
3046,淑,3069,2581
3047,淌,1906,2863
3048,淮,4903,2260
3049,淆,1375,3046
3050,渊,5551,2166
3051,淫,4879,2264
3052,淳,1577,2975
3053,淤,943,3213
3054,淀,1557,2983
3055,涮,313,3457
3056,涵,4681,2297
3057,惦,752,3278
3058,悴,1064,3159
3059,惋,925,3220
3060,寂,9875,1732
3061,窒,1413,3029
3062,谍,4274,2355
3063,谐,4135,2379
3064,裆,523,3388
3065,袱,1227,3093
3066,祷,3769,2441
3067,谒,1163,3116
3068,谓,34527,945
3069,谚,884,3235
3070,尉,5988,2104
3071,堕,2977,2602
3072,隅,1167,3114
3073,婉,2503,2711
3074,颇,12605,1557
3075,绰,2089,2814
3076,绷,1941,2850
3077,综,15258,1423
3078,绽,1607,2965
3079,缀,1887,2867
3080,巢,4874,2265
3081,琳,4218,2364
3082,琢,2117,2807
3083,琼,5495,2178
3084,揍,986,3195
3085,堰,1049,3166
3086,揩,837,3251
3087,揽,2474,2720
3088,揖,1031,3176
3089,彭,13866,1498
3090,揣,1829,2896
3091,搀,1172,3112
3092,搓,1673,2943
3093,壹,267,3469
3094,搔,1080,3148
3095,葫,1399,3037
3096,募,3018,2595
3097,蒋,23237,1172
3098,蒂,15183,1427
3099,韩,20947,1220
3100,棱,2168,2786
3101,椰,615,3338
3102,焚,3718,2457
3103,椎,3888,2414
3104,棺,2901,2617
3105,榔,397,3438
3106,椭,1301,3072
3107,粟,2219,2777
3108,棘,2256,2768
3109,酣,939,3215
3110,酥,1014,3184
3111,硝,1695,2933
3112,硫,2742,2653
3113,颊,3025,2593
3114,雳,974,3200
3115,翘,1909,2859
3116,凿,2880,2626
3117,棠,3758,2447
3118,晰,5412,2192
3119,鼎,4507,2321
3120,喳,1302,3071
3121,遏,2849,2631
3122,晾,622,3334
3123,畴,2858,2630
3124,跋,2124,2804
3125,跛,648,3328
3126,蛔,563,3365
3127,蜒,852,3245
3128,蛤,769,3268
3129,鹃,1768,2909
3130,喻,5012,2242
3131,啼,2138,2799
3132,喧,2579,2694
3133,嵌,2387,2740
3134,赋,9723,1740
3135,赎,2271,2762
3136,赐,6431,2056
3137,锉,209,3476
3138,锌,992,3191
3139,甥,696,3302
3140,掰,434,3429
3141,氮,1055,3164
3142,氯,1872,2878
3143,黍,169,3484
3144,筏,722,3292
3145,牍,447,3422
3146,粤,1572,2976
3147,逾,3189,2552
3148,腌,452,3418
3149,腋,925,3221
3150,腕,3314,2526
3151,猩,6909,2004
3152,猬,343,3449
3153,惫,1879,2872
3154,敦,10084,1715
3155,痘,519,3392
3156,痢,519,3393
3157,痪,1611,2964
3158,竣,794,3260
3159,翔,5625,2158
3160,奠,3020,2594
3161,遂,6904,2005
3162,焙,601,3348
3163,滞,4850,2269
3164,湘,5207,2215
3165,渤,745,3284
3166,渺,1980,2841
3167,溃,7962,1905
3168,溅,2019,2827
3169,湃,689,3305
3170,愕,2631,2684
3171,惶,4730,2287
3172,寓,5519,2172
3173,窖,1292,3075
3174,窘,1935,2851
3175,雇,8857,1809
3176,谤,1387,3041
3177,犀,1044,3169
3178,隘,1570,2977
3179,媒,13802,1503
3180,媚,4909,2259
3181,婿,1635,2954
3182,缅,2945,2610
3183,缆,2410,2732
3184,缔,2897,2619
3185,缕,2181,2784
3186,骚,5268,2207
3187,瑟,10473,1687
3188,鹉,901,3228
3189,瑰,3744,2450
3190,搪,547,3375
3191,聘,5148,2223
3192,斟,1547,2987
3193,靴,1688,2938
3194,靶,1411,3031
3195,蓖,190,3479
3196,蒿,412,3435
3197,蒲,4595,2310
3198,蓉,2578,2695
3199,楔,667,3317
3200,椿,465,3411
3201,楷,994,3190
3202,榄,905,3226
3203,楞,1436,3021
3204,楣,553,3372
3205,酪,840,3250
3206,碘,823,3253
3207,硼,287,3464
3208,碉,848,3248
3209,辐,4084,2391
3210,辑,17169,1360
3211,频,13127,1532
3212,睹,3346,2517
3213,睦,1859,2883
3214,瞄,3383,2513
3215,嗜,1922,2855
3216,嗦,1689,2936
3217,暇,2641,2679
3218,畸,1562,2979
3219,跷,783,3265
3220,跺,765,3273
3221,蜈,620,3335
3222,蜗,780,3266
3223,蜕,886,3234
3224,蛹,592,3351
3225,嗅,2843,2633
3226,嗡,2565,2699
3227,嗤,1387,3042
3228,署,16641,1377
3229,蜀,3208,2546
3230,幌,1403,3035
3231,锚,1033,3174
3232,锥,1738,2917
3233,锨,268,3468
3234,锭,461,3413
3235,锰,459,3414
3236,稚,2803,2648
3237,颓,1900,2864
3238,筷,1652,2952
3239,魁,3227,2542
3240,衙,2625,2686
3241,腻,2425,2730
3242,腮,1522,2998
3243,腺,5132,2227
3244,鹏,7895,1915
3245,肄,107,3490
3246,猿,4793,2279
3247,颖,3658,2472
3248,煞,4969,2249
3249,雏,1052,3165
3250,馍,540,3383
3251,馏,250,3471
3252,禀,2048,2826
3253,痹,1158,3117
3254,廓,2141,2797
3255,痴,5359,2197
3256,靖,3521,2496
3257,誊,187,3480
3258,漓,1127,3129
3259,溢,3909,2413
3260,溯,2639,2680
3261,溶,4998,2247
3262,滓,314,3454
3263,溺,1329,3062
3264,寞,3217,2544
3265,窥,2673,2669
3266,窟,2109,2809
3267,寝,2475,2719
3268,褂,1493,3007
3269,裸,5752,2138
3270,谬,4290,2354
3271,媳,4262,2357
3272,嫉,2892,2621
3273,缚,3326,2522
3274,缤,715,3298
3275,剿,3112,2570
3276,赘,945,3212
3277,熬,2841,2635
3278,赫,17613,1344
3279,蔫,241,3472
3280,摹,1879,2873
3281,蔓,2390,2739
3282,蔗,607,3345
3283,蔼,1075,3152
3284,熙,3766,2443
3285,蔚,1518,3000
3286,兢,1632,2956
3287,榛,290,3462
3288,榕,505,3399
3289,酵,992,3192
3290,碟,2375,2743
3291,碴,405,3437
3292,碱,2250,2771
3293,碳,2711,2662
3294,辕,675,3311
3295,辖,11213,1639
3296,雌,4355,2346
3297,墅,2152,2789
3298,嘁,320,3453
3299,踊,639,3329
3300,蝉,1771,2907
3301,嘀,1318,3065
3302,幔,988,3193
3303,镀,615,3339
3304,舔,1236,3091
3305,熏,1900,2865
3306,箍,743,3285
3307,箕,388,3440
3308,箫,874,3239
3309,舆,4628,2308
3310,僧,6920,2001
3311,孵,1383,3044
3312,瘩,974,3201
3313,瘟,1341,3058
3314,彰,2014,2830
3315,粹,9943,1729
3316,漱,1139,3123
3317,漩,794,3261
3318,漾,803,3257
3319,慷,2078,2817
3320,寡,5049,2237
3321,寥,1633,2955
3322,谭,5849,2120
3323,褐,3032,2592
3324,褪,1256,3085
3325,隧,1252,3086
3326,嫡,758,3276
3327,缨,500,3401
3328,撵,716,3297
3329,撩,1025,3183
3330,撮,1049,3167
3331,撬,900,3230
3332,擒,2328,2754
3333,墩,972,3203
3334,撰,4863,2267
3335,鞍,1545,2988
3336,蕊,1373,3047
3337,蕴,3110,2571
3338,樊,1346,3056
3339,樟,545,3378
3340,橄,1043,3171
3341,敷,2548,2703
3342,豌,453,3416
3343,醇,3433,2509
3344,磕,1909,2860
3345,磅,2064,2822
3346,碾,820,3254
3347,憋,1588,2972
3348,嘶,2587,2692
3349,嘲,4709,2292
3350,嘹,271,3467
3351,蝠,1259,3082
3352,蝎,616,3337
3353,蝌,514,3394
3354,蝗,1360,3052
3355,蝙,679,3309
3356,嘿,4102,2386
3357,幢,3376,2514
3358,镊,125,3489
3359,镐,451,3419
3360,稽,4085,2390
3361,篓,572,3361
3362,膘,205,3477
3363,鲤,1479,3012
3364,鲫,464,3412
3365,褒,987,3194
3366,瘪,694,3303
3367,瘤,5875,2117
3368,瘫,2399,2734
3369,凛,1870,2880
3370,澎,1056,3163
3371,潭,2665,2671
3372,潦,765,3274
3373,澳,11475,1624
3374,潘,6477,2054
3375,澈,1202,3102
3376,澜,2539,2704
3377,澄,2649,2675
3378,憔,1030,3178
3379,懊,1462,3014
3380,憎,3169,2557
3381,翩,1414,3028
3382,褥,1081,3147
3383,谴,3619,2482
3384,鹤,3133,2562
3385,憨,780,3267
3386,履,9091,1794
3387,嬉,1183,3107
3388,豫,7590,1944
3389,缭,867,3241
3390,撼,1922,2856
3391,擂,819,3255
3392,擅,4372,2342
3393,蕾,1268,3079
3394,薛,7630,1941
3395,薇,1504,3003
3396,擎,1768,2910
3397,翰,8279,1872
3398,噩,1133,3126
3399,橱,1806,2902
3400,橙,946,3211
3401,瓢,766,3270
3402,蟥,61,3496
3403,霍,15034,1439
3404,霎,1296,3074
3405,辙,1466,3013
3406,冀,3487,2500
3407,踱,1878,2874
3408,蹂,691,3304
3409,蟆,664,3319
3410,螃,614,3341
3411,螟,152,3485
3412,噪,2501,2712
3413,鹦,1049,3168
3414,黔,582,3354
3415,穆,10592,1676
3416,篡,1137,3125
3417,篷,3315,2525
3418,篙,276,3466
3419,篱,1558,2982
3420,儒,7004,1994
3421,膳,1315,3066
3422,鲸,3158,2558
3423,瘾,1379,3045
3424,瘸,609,3343
3425,糙,1631,2957
3426,燎,556,3369
3427,濒,1569,2978
3428,憾,5036,2238
3429,懈,2893,2620
3430,窿,668,3316
3431,缰,661,3321
3432,壕,1709,2929
3433,藐,750,3279
3434,檬,613,3342
3435,檐,1667,2946
3436,檩,96,3492
3437,檀,1119,3133
3438,礁,2017,2829
3439,磷,2012,2833
3440,瞭,395,3439
3441,瞬,6119,2094
3442,瞳,769,3269
3443,瞪,6644,2035
3444,曙,1171,3113
3445,蹋,826,3252
3446,蟋,734,3289
3447,蟀,717,3296
3448,嚎,1408,3034
3449,赡,627,3332
3450,镣,363,3445
3451,魏,11161,1644
3452,簇,2173,2785
3453,儡,581,3355
3454,徽,5000,2246
3455,爵,7902,1914
3456,朦,2394,2737
3457,臊,372,3442
3458,鳄,734,3290
3459,糜,789,3263
3460,癌,9114,1791
3461,懦,1531,2992
3462,豁,2013,2832
3463,臀,1489,3009
3464,藕,619,3336
3465,藤,5514,2173
3466,瞻,2005,2835
3467,嚣,1930,2852
3468,鳍,2491,2714
3469,癞,450,3420
3470,瀑,1497,3005
3471,襟,2346,2747
3472,璧,929,3219
3473,戳,2051,2825
3474,攒,977,3199
3475,孽,2063,2823
3476,蘑,998,3189
3477,藻,3035,2590
3478,鳖,598,3350
3479,蹭,793,3262
3480,蹬,1233,3092
3481,簸,937,3217
3482,簿,2333,2752
3483,蟹,1771,2908
3484,靡,1715,2924
3485,癣,543,3381
3486,羹,624,3333
3487,鬓,758,3277
3488,攘,1138,3124
3489,蠕,1028,3181
3490,巍,1485,3010
3491,鳞,2635,2681
3492,糯,455,3415
3493,譬,3985,2402
3494,霹,1095,3139
3495,躏,688,3306
3496,髓,2474,2721
3497,蘸,609,3344
3498,镶,1950,2846
3499,瓤,175,3482
3500,矗,1843,2892
